OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,PaymentID,PaymentDate,PaymentStatus
514543,105319,2024-04-17,2003,1.0,0.05,Gateway,Completed,54,Kerman,2023-08-24,Kerman,USB-C Cable,Accessories,9.0,814543,2024-04-17,Paid
514544,107157,2025-03-26,2001,2.0,0.05,Gateway,Completed,52,Ahvaz,2024-10-22,Ahvaz,Wireless Mouse,Electronics,18.0,814544,2025-03-26,Paid
514545,105587,2024-08-23,2017,1.0,0.0,CardToCard,Completed,28,Tabriz,2024-10-05,Tabriz,HDMI Cable,Accessories,11.0,814545,2024-08-23,Paid
514546,106611,2024-11-11,2008,2.0,0.1,Gateway,Completed,34,Tehran,2025-05-01,Tehran,Phone Case,Accessories,14.0,814546,2024-11-11,Paid
514547,107253,2025-03-15,2005,1.0,0.05,Gateway,Completed,55,Karaj,2024-05-29,Karaj,Laptop Stand,Accessories,28.0,814547,2025-03-15,Paid
514548,102290,2024-04-24,2017,1.0,0.05,CardToCard,Cancelled,37,Tehran,2025-02-26,Tehran,HDMI Cable,Accessories,11.0,814548,2024-04-24,Paid
514549,104589,2024-12-01,2005,2.0,0.1,Gateway,Completed,47,Karaj,2025-02-27,Karaj,Laptop Stand,Accessories,28.0,814549,2024-12-01,Paid
514550,107578,2025-10-19,2001,2.0,0.0,Gateway,Completed,34,Kerman,2025-12-10,Kerman,Wireless Mouse,Electronics,18.0,814550,2025-10-19,Failed
514551,105658,2024-08-27,2013,1.0,0.05,CardToCard,Completed,57,unknown,2024-07-01,unknown,Notebook,Stationery,7.0,814551,2024-08-27,Refunded
514552,102412,2025-10-22,2003,1.0,0.0,Wallet,Completed,20,Karaj,2024-08-05,Karaj,USB-C Cable,Accessories,9.0,814552,2025-10-22,Paid
514553,103642,2024-07-18,2017,1.0,0.05,CardToCard,Completed,62,Kerman,2023-11-29,Kerman,HDMI Cable,Accessories,11.0,814553,2024-07-18,Refunded
514554,105607,2025-10-13,2014,1.0,0.3,Gateway,Completed,39,unknown,2024-08-24,unknown,Backpack,Accessories,42.0,814554,2025-10-13,Paid
514555,101160,2024-06-16,2002,1.0,0.0,Wallet,Completed,34,Rasht,2024-05-20,Rasht,Mechanical Keyboard,Electronics,62.0,814555,2024-06-16,Paid
514556,103712,2026-04-30,2017,1.0,0.05,Gateway,Completed,65,Tehran,2024-03-06,Tehran,HDMI Cable,Accessories,11.0,814556,2026-04-30,Paid
514557,104653,2024-05-12,2004,4.0,0.1,CardToCard,Completed,33,Tehran,2023-07-21,Tehran,Power Bank,Electronics,35.0,814557,2024-05-12,Paid
514558,107028,2026-06-30,2001,3.0,0.0,Wallet,Completed,64,Isfahan,2023-09-09,Isfahan,Wireless Mouse,Electronics,18.0,814558,2026-06-30,Paid
514559,104859,2024-07-16,2003,2.0,0.15,CardToCard,Returned,30,Shiraz,2025-03-02,Shiraz,USB-C Cable,Accessories,9.0,814559,2024-07-16,Paid
514560,106832,2025-09-05,2004,2.0,0.2,Gateway,Completed,29,Tehran,2024-07-01,Tehran,Power Bank,Electronics,35.0,814560,2025-09-05,Paid
514561,108534,2024-09-20,2007,3.0,0.0,Gateway,Completed,38,Rasht,2025-11-09,Rasht,Headphones,Electronics,75.0,814561,2024-09-20,Paid
514562,108245,2024-03-12,2004,4.0,0.0,Gateway,Completed,46,Mashhad,2023-10-14,Mashhad,Power Bank,Electronics,35.0,814562,2024-03-12,Paid
514563,102637,2024-01-22,2013,1.0,0.15,Gateway,Completed,34,Isfahan,2023-03-09,Isfahan,Notebook,Stationery,7.0,814563,2024-01-22,Paid
514564,102813,2024-05-07,2007,1.0,0.0,CardToCard,Completed,27,Karaj,2024-10-05,Karaj,Headphones,Electronics,75.0,814564,2024-05-07,Paid
514565,109895,2024-12-18,2008,5.0,0.0,Gateway,Completed,40,Isfahan,2025-02-26,Isfahan,Phone Case,Accessories,14.0,814565,2024-12-18,Paid
514566,104013,2025-05-16,2013,1.0,0.3,CardToCard,Completed,51,Ahvaz,2025-11-05,Ahvaz,Notebook,Stationery,7.0,814566,2025-05-16,Paid
514567,101302,2025-02-17,2010,2.0,0.0,Gateway,Completed,37,Isfahan,2024-11-07,Isfahan,Fitness Band,Wearables,55.0,814567,2025-02-17,Paid
514568,102263,2025-06-28,2004,1.0,0.1,Gateway,Completed,19,Shiraz,2024-10-28,Shiraz,Power Bank,Electronics,35.0,814568,2025-06-28,Paid
514569,102062,2024-03-23,2017,1.0,0.05,Cash,Returned,44,Tehran,2025-10-01,Tehran,HDMI Cable,Accessories,11.0,814569,2024-03-23,Paid
514570,105270,2025-08-07,2001,2.0,0.05,Gateway,Completed,43,Tehran,2025-12-30,Tehran,Wireless Mouse,Electronics,18.0,814570,2025-08-07,Failed
514571,106974,2025-11-09,2010,1.0,0.0,Wallet,Completed,50,unknown,2025-08-14,unknown,Fitness Band,Wearables,55.0,814571,2025-11-09,Paid
514572,100445,2024-07-18,2007,1.0,0.0,Gateway,Completed,42,Kerman,2025-01-11,Kerman,Headphones,Electronics,75.0,814572,2024-07-18,Paid
514573,106978,2025-11-15,2015,1.0,0.05,Gateway,Completed,28,Isfahan,2024-09-08,Isfahan,Bluetooth Speaker,Electronics,58.0,814573,2025-11-15,Paid
514574,108945,2024-08-04,2020,1.0,0.0,Gateway,Completed,18,Tehran,2025-01-07,Tehran,Gaming Controller,Gaming,68.0,814574,2024-08-04,Paid
514575,103379,2025-01-18,2011,1.0,0.1,CardToCard,Returned,59,Mashhad,2025-05-10,Mashhad,Desk Lamp,Home Office,32.0,814575,2025-01-18,Paid
514576,103393,2025-11-27,2008,1.0,0.0,CardToCard,Completed,56,Isfahan,2024-10-05,Isfahan,Phone Case,Accessories,14.0,814576,2025-11-27,Paid
514577,108707,2025-08-16,2009,1.0,0.05,Gateway,Completed,46,Tehran,2024-07-05,Tehran,Smart Watch,Wearables,120.0,814577,2025-08-16,Paid
514578,103283,2025-03-11,2008,1.0,0.3,Gateway,Completed,64,Mashhad,2025-10-13,Mashhad,Phone Case,Accessories,14.0,814578,2025-03-11,Paid
514579,108012,2024-11-15,2013,2.0,0.3,Gateway,Completed,26,Tabriz,2025-04-23,Tabriz,Notebook,Stationery,7.0,814579,2024-11-15,Paid
514580,104125,2025-05-02,2001,1.0,0.1,Gateway,Completed,55,Ahvaz,2023-03-20,Ahvaz,Wireless Mouse,Electronics,18.0,814580,2025-05-02,Paid
514581,101148,2025-03-25,2016,1.0,0.05,Wallet,Completed,54,Mashhad,2025-04-03,Mashhad,Monitor,Electronics,21.0,814581,2025-03-25,Paid
514582,103279,2026-05-25,2008,2.0,0.3,Wallet,Completed,65,Rasht,2023-09-15,Rasht,Phone Case,Accessories,14.0,814582,2026-05-25,Paid
514583,109753,2025-12-14,2009,1.0,0.3,Gateway,Completed,56,Mashhad,2025-07-25,Mashhad,Smart Watch,Wearables,120.0,814583,2025-12-14,Paid
514584,106597,2024-04-10,2016,3.0,0.0,Gateway,Completed,59,Mashhad,2023-01-18,Mashhad,Monitor,Electronics,21.0,814584,2024-04-10,Failed
514585,107146,2024-12-22,2001,1.0,0.0,CardToCard,Completed,32,Tehran,2024-03-31,Tehran,Wireless Mouse,Electronics,18.0,814585,2024-12-22,Paid
514586,109366,2025-05-22,2018,4.0,0.3,Gateway,Completed,54,Karaj,2024-09-15,Karaj,Microphone,Electronics,85.0,814586,2025-05-22,Paid
514587,104286,2025-09-01,2001,1.0,0.15,Cash,Completed,54,Tehran,2024-08-03,Tehran,Wireless Mouse,Electronics,18.0,814587,2025-09-01,Paid
514588,105102,2024-06-02,2008,5.0,0.1,CardToCard,Completed,44,Karaj,2024-03-01,Karaj,Phone Case,Accessories,14.0,814588,2024-06-02,Paid
514589,107438,2025-12-18,2017,2.0,0.15,CardToCard,Completed,62,Tehran,2023-07-17,Tehran,HDMI Cable,Accessories,11.0,814589,2025-12-18,Paid
514590,108095,2025-06-28,2017,1.0,0.1,Gateway,Completed,34,Mashhad,2023-02-11,Mashhad,HDMI Cable,Accessories,11.0,814590,2025-06-28,Paid
514591,104063,2024-02-28,2006,3.0,0.15,Wallet,Completed,48,Isfahan,2024-05-26,Isfahan,Webcam,Electronics,48.0,814591,2024-02-28,Paid
514592,103270,2024-02-21,2002,3.0,0.1,Gateway,Completed,65,Mashhad,2024-09-04,Mashhad,Mechanical Keyboard,Electronics,62.0,814592,2024-02-21,Paid
514593,103424,2025-08-15,2012,1.0,0.1,Wallet,Completed,36,Kerman,2024-06-21,Kerman,Office Chair,Home Office,180.0,814593,2025-08-15,Paid
514594,104165,2025-10-14,2013,4.0,0.05,Gateway,Completed,52,Isfahan,2024-10-30,Isfahan,Notebook,Stationery,7.0,814594,2025-10-14,Paid
514595,100589,2024-09-25,2017,1.0,0.0,Gateway,Completed,58,Isfahan,2023-03-02,Isfahan,HDMI Cable,Accessories,11.0,814595,2024-09-25,Paid
514596,109011,2024-05-19,2001,2.0,0.05,CardToCard,Completed,40,Rasht,2023-03-08,Rasht,Wireless Mouse,Electronics,18.0,814596,2024-05-19,Paid
514597,104519,2024-07-08,2005,5.0,0.15,Gateway,Completed,52,Mashhad,2023-09-24,Mashhad,Laptop Stand,Accessories,28.0,814597,2024-07-08,Paid
514598,100528,2024-12-05,2015,1.0,0.15,CardToCard,Completed,24,Tehran,2023-10-13,Tehran,Bluetooth Speaker,Electronics,58.0,814598,2024-12-05,Paid
514599,109884,2025-06-29,2015,1.0,0.0,Wallet,Completed,20,Tehran,2025-01-21,Tehran,Bluetooth Speaker,Electronics,58.0,814599,2025-06-29,Paid
514600,105059,2024-06-11,2011,1.0,0.15,Gateway,Completed,30,Karaj,2023-10-01,Karaj,Desk Lamp,Home Office,32.0,814600,2024-06-11,Paid
514601,109278,2025-11-14,2001,3.0,0.15,CardToCard,Completed,26,Mashad,2024-02-11,Mashad,Wireless Mouse,Electronics,18.0,814601,2025-11-14,Paid
514602,108311,2024-08-03,2011,1.0,0.05,CardToCard,Completed,20,unknown,2025-12-04,unknown,Desk Lamp,Home Office,32.0,814602,2024-08-03,Paid
514603,108341,2025-11-30,2016,3.0,0.05,CardToCard,Completed,60,Tehran,2023-12-14,Tehran,Monitor,Electronics,21.0,814603,2025-11-30,Paid
514604,106076,2026-03-26,2001,5.0,0.2,CardToCard,Completed,18,Mashhad,2024-11-18,Mashhad,Wireless Mouse,Electronics,18.0,814604,2026-03-26,Paid
514605,106377,2024-05-21,2004,1.0,0.0,Gateway,Completed,24,Rasht,2023-02-18,Rasht,Power Bank,Electronics,35.0,814605,2024-05-21,Paid
514606,101017,2026-03-18,2017,2.0,0.0,Cash,Completed,36,Tehran,2023-07-20,Tehran,HDMI Cable,Accessories,11.0,814606,2026-03-18,Paid
514607,100790,2025-09-01,2004,1.0,0.0,Gateway,Completed,18,Isfahan,2023-08-24,Isfahan,Power Bank,Electronics,35.0,814607,2025-09-01,Paid
514608,100602,2026-02-07,2001,3.0,0.05,Gateway,Completed,55,Tehran,2023-05-15,Tehran,Wireless Mouse,Electronics,18.0,814608,2026-02-07,Paid
514609,105789,2024-10-26,2013,2.0,0.05,Gateway,Completed,44,Tehran,2025-04-27,Tehran,Notebook,Stationery,7.0,814609,2024-10-26,Paid
514610,108817,2026-01-16,2014,1.0,0.15,Wallet,Completed,35,Isfahan,2023-02-03,Isfahan,Backpack,Accessories,42.0,814610,2026-01-16,Paid
514611,104110,2025-02-15,2008,1.0,0.2,Wallet,Completed,33,Mashhad,2024-06-11,Mashhad,Phone Case,Accessories,14.0,814611,2025-02-15,Paid
514612,104061,2024-06-13,2013,2.0,0.2,Gateway,Cancelled,24,Ahvaz,2025-12-16,Ahvaz,Notebook,Stationery,7.0,814612,2024-06-13,Paid
514613,106387,2026-06-26,2011,1.0,0.05,Wallet,Cancelled,41,Tehran,2023-04-16,Tehran,Desk Lamp,Home Office,32.0,814613,2026-06-26,Paid
514614,104633,2026-04-25,2004,2.0,0.0,Gateway,Completed,31,tehran,2023-12-17,tehran,Power Bank,Electronics,35.0,814614,2026-04-25,Paid
514615,108054,2024-04-18,2008,1.0,0.0,Cash,Completed,49,Mashhad,2023-04-13,Mashhad,Phone Case,Accessories,14.0,814615,2024-04-18,Paid
514616,101796,2025-01-29,2012,4.0,0.05,CardToCard,Completed,27,Shiraz,2023-07-19,Shiraz,Office Chair,Home Office,180.0,814616,2025-01-29,Paid
514617,108033,2026-06-13,2017,2.0,0.0,Gateway,Completed,49,Tehran,2024-09-22,Tehran,HDMI Cable,Accessories,11.0,814617,2026-06-13,Paid
514618,104696,2025-04-18,2004,1.0,0.0,Gateway,Completed,58,Mashhad,2024-05-13,Mashhad,Power Bank,Electronics,35.0,814618,2025-04-18,Paid
514619,101505,2025-03-05,2003,1.0,0.15,CardToCard,Completed,46,Karaj,2023-05-14,Karaj,USB-C Cable,Accessories,9.0,814619,2025-03-05,Paid
514620,104158,2024-06-17,2017,1.0,0.1,CardToCard,Completed,32,Tehran,2025-06-22,Tehran,HDMI Cable,Accessories,11.0,814620,2024-06-17,Paid
514621,107336,2024-12-28,2019,2.0,0.0,Wallet,Cancelled,24,Isfahan,2025-08-11,Isfahan,Tablet,Electronics,260.0,814621,2024-12-28,Paid
514622,107813,2025-03-06,2001,1.0,0.0,Wallet,Completed,22,Tehran,2025-03-04,Tehran,Wireless Mouse,Electronics,18.0,814622,2025-03-06,Paid
514623,107985,2025-09-08,2019,1.0,0.1,Wallet,Completed,52,Mashhad,2023-12-25,Mashhad,Tablet,Electronics,260.0,814623,2025-09-08,Paid
514624,100933,2025-01-24,2014,3.0,0.1,Gateway,Completed,30,Mashhad,2024-10-15,Mashhad,Backpack,Accessories,42.0,814624,2025-01-24,Paid
514625,102016,2025-07-02,2018,1.0,0.0,Gateway,Completed,33,Kerman,2023-09-26,Kerman,Microphone,Electronics,85.0,814625,2025-07-02,Paid
514626,106379,2024-03-28,2001,4.0,0.15,Gateway,Completed,45,Shiraz,2023-09-05,Shiraz,Wireless Mouse,Electronics,18.0,814626,2024-03-28,Failed
514627,108776,2025-10-21,2018,1.0,0.05,Gateway,Completed,25,Mashhad,2024-05-15,Mashhad,Microphone,Electronics,85.0,814627,2025-10-21,Paid
514628,109713,2024-01-04,2003,1.0,0.05,Gateway,Completed,42,Rasht,2024-10-09,Rasht,USB-C Cable,Accessories,9.0,814628,2024-01-04,Paid
514629,101518,2025-07-08,2002,1.0,0.05,Gateway,Completed,20,Tabriz,2025-02-13,Tabriz,Mechanical Keyboard,Electronics,62.0,814629,2025-07-08,Paid
514630,102897,2025-12-14,2017,2.0,0.0,CardToCard,Cancelled,49,Shiraz,2023-02-01,Shiraz,HDMI Cable,Accessories,11.0,814630,2025-12-14,Paid
514631,108316,2025-10-24,2015,4.0,0.0,Wallet,Completed,21,Mashhad,2025-05-17,Mashhad,Bluetooth Speaker,Electronics,58.0,814631,2025-10-24,Paid
514632,107244,2024-05-07,2008,1.0,0.05,CardToCard,Completed,31,Qom,2025-06-11,Qom,Phone Case,Accessories,14.0,814632,2024-05-07,Paid
514633,103415,2025-12-30,2017,2.0,0.05,Gateway,Completed,46,Tehran,2025-11-08,Tehran,HDMI Cable,Accessories,11.0,814633,2025-12-30,Failed
514634,100953,2024-03-09,2017,1.0,0.0,CardToCard,Completed,47,Isfahan,2023-06-03,Isfahan,HDMI Cable,Accessories,11.0,814634,2024-03-09,Paid
514635,100663,2024-02-27,2001,1.0,0.0,Gateway,Completed,19,Shiraz,2024-06-01,Shiraz,Wireless Mouse,Electronics,18.0,814635,2024-02-27,Paid
514636,104833,2025-12-11,2001,5.0,0.3,Gateway,Completed,36,Karaj,2023-03-02,Karaj,Wireless Mouse,Electronics,18.0,814636,2025-12-11,Paid
514637,101073,2024-06-06,2011,1.0,0.05,unknown,Completed,54,Tehran,2024-10-09,Tehran,Desk Lamp,Home Office,32.0,814637,2024-06-06,Paid
514638,103615,2025-01-21,2001,2.0,0.05,Gateway,Completed,54,Tehran,2024-10-04,Tehran,Wireless Mouse,Electronics,18.0,814638,2025-01-21,Paid
514639,102445,2026-04-11,2013,1.0,0.2,Wallet,Completed,46,Tehran,2024-12-07,Tehran,Notebook,Stationery,7.0,814639,2026-04-11,Refunded
514640,107200,2024-06-29,2006,1.0,0.15,Gateway,Completed,39,Karaj,2024-02-04,Karaj,Webcam,Electronics,48.0,814640,2024-06-29,Paid
514641,106817,2025-11-05,2009,3.0,0.0,CardToCard,Completed,60,Tabriz,2025-08-07,Tabriz,Smart Watch,Wearables,120.0,814641,2025-11-05,Paid
514642,109563,2025-05-19,2017,1.0,0.1,Gateway,Completed,49,Kerman,2024-04-12,Kerman,HDMI Cable,Accessories,11.0,814642,2025-05-19,Paid
514643,103151,2024-12-16,2014,2.0,0.1,CardToCard,Completed,52,Shiraz,2024-04-27,Shiraz,Backpack,Accessories,42.0,814643,2024-12-16,Paid
514644,107640,2025-01-31,2007,1.0,0.1,CardToCard,Completed,58,Isfahan,2025-05-25,Isfahan,Headphones,Electronics,75.0,814644,2025-01-31,Paid
514645,100445,2024-12-20,2017,1.0,0.0,Wallet,Completed,42,Kerman,2025-01-11,Kerman,HDMI Cable,Accessories,11.0,814645,2024-12-20,Paid
514646,101901,2025-12-15,2008,5.0,0.0,CardToCard,Completed,43,Mashhad,2023-08-06,Mashhad,Phone Case,Accessories,14.0,814646,2025-12-15,Paid
514647,107340,2025-12-04,2007,1.0,0.15,Gateway,Completed,45,Tabriz,2024-08-26,Tabriz,Headphones,Electronics,75.0,814647,2025-12-04,Paid
514648,108182,2024-11-18,2018,4.0,0.05,Gateway,Completed,22,Rasht,2025-07-15,Rasht,Microphone,Electronics,85.0,814648,2024-11-18,Paid
514649,106407,2025-08-25,2001,1.0,0.0,Wallet,Completed,53,Tabriz,2025-12-02,Tabriz,Wireless Mouse,Electronics,18.0,814649,2025-08-25,Paid
514650,100308,2025-04-04,2010,1.0,0.1,Wallet,Completed,44,Mashhad,2023-08-23,Mashhad,Fitness Band,Wearables,55.0,814650,2025-04-04,Paid
514651,100336,2025-10-08,2018,1.0,0.0,Cash,Completed,56,Karaj,2024-12-13,Karaj,Microphone,Electronics,85.0,814651,2025-10-08,Paid
514652,106831,2024-02-13,2018,1.0,0.0,CardToCard,Completed,47,Tehran,2023-08-03,Tehran,Microphone,Electronics,85.0,814652,2024-02-13,Paid
514653,100571,2024-10-17,2003,2.0,0.05,Gateway,Completed,63,Tehran,2025-03-10,Tehran,USB-C Cable,Accessories,9.0,814653,2024-10-17,Paid
514654,100470,2024-10-17,2015,3.0,0.0,Gateway,Returned,62,Tehran,2023-02-12,Tehran,Bluetooth Speaker,Electronics,58.0,814654,2024-10-17,Paid
514655,108097,2025-05-30,2007,1.0,0.2,Gateway,Completed,34,Tehran,2023-09-02,Tehran,Headphones,Electronics,75.0,814655,2025-05-30,Paid
514656,108400,2024-06-28,2014,2.0,0.1,Gateway,Completed,22,Tehran,2024-02-14,Tehran,Backpack,Accessories,42.0,814656,2024-06-28,Paid
514657,103889,2025-04-04,2001,1.0,0.0,Wallet,Completed,24,Karaj,2024-10-14,Karaj,Wireless Mouse,Electronics,18.0,814657,2025-04-04,Paid
514658,108914,2026-06-05,2001,2.0,0.05,Gateway,Completed,25,Tehran,2024-02-21,Tehran,Wireless Mouse,Electronics,18.0,814658,2026-06-05,Paid
514659,101870,2024-02-07,2004,1.0,0.1,Wallet,Returned,55,Shiraz,2023-12-11,Shiraz,Power Bank,Electronics,35.0,814659,2024-02-07,Failed
514660,106503,2025-03-10,2011,1.0,0.1,Gateway,Completed,42,Isfahan,2025-02-19,Isfahan,Desk Lamp,Home Office,32.0,814660,2025-03-10,Paid
514661,105959,2024-04-29,2018,1.0,0.05,Gateway,Completed,47,Isfahan,2024-07-11,Isfahan,Microphone,Electronics,85.0,814661,2024-04-29,Paid
514662,102423,2025-05-18,2015,1.0,0.05,Gateway,Completed,22,Mashhad,2025-10-15,Mashhad,Bluetooth Speaker,Electronics,58.0,814662,2025-05-18,Paid
514663,107766,2024-07-27,2003,3.0,0.15,CardToCard,Completed,52,Tehran,2024-02-29,Tehran,USB-C Cable,Accessories,9.0,814663,2024-07-27,Paid
514664,101998,2026-02-27,2003,3.0,0.1,Wallet,Completed,65,Mashhad,2025-03-30,Mashhad,USB-C Cable,Accessories,9.0,814664,2026-02-27,Paid
514665,107030,2024-10-01,2017,3.0,0.1,Gateway,Completed,62,Shiraz,2024-03-11,Shiraz,HDMI Cable,Accessories,11.0,814665,2024-10-01,Paid
514666,102207,2026-05-09,2014,4.0,0.0,Gateway,Completed,24,Shiraz,2023-01-12,Shiraz,Backpack,Accessories,42.0,814666,2026-05-09,Paid
514667,101968,2024-01-04,2011,1.0,0.0,Gateway,Completed,40,Tehran,2023-04-04,Tehran,Desk Lamp,Home Office,32.0,814667,2024-01-04,Paid
514668,103106,2025-12-20,2001,1.0,0.0,Wallet,Completed,32,Tehran,2025-04-12,Tehran,Wireless Mouse,Electronics,18.0,814668,2025-12-20,Paid
514669,103922,2024-08-14,2003,2.0,0.15,CardToCard,Completed,47,Karaj,2025-09-29,Karaj,USB-C Cable,Accessories,9.0,814669,2024-08-14,Paid
514670,105020,2024-06-23,2011,2.0,0.2,Gateway,Completed,48,Karaj,2023-04-10,Karaj,Desk Lamp,Home Office,32.0,814670,2024-06-23,Paid
514671,102607,2026-02-03,2017,2.0,0.0,Gateway,Completed,43,Karaj,2023-03-24,Karaj,HDMI Cable,Accessories,11.0,814671,2026-02-03,Paid
514672,100541,2024-09-20,2013,3.0,0.05,CardToCard,Completed,52,Kerman,2025-12-06,Kerman,Notebook,Stationery,7.0,814672,2024-09-20,Paid
514673,102187,2025-05-19,2008,1.0,0.05,CardToCard,Completed,32,Tehran,2025-09-20,Tehran,Phone Case,Accessories,14.0,814673,2025-05-19,Paid
514674,107760,2025-09-28,2017,3.0,0.1,Wallet,Returned,38,Mashhad,2024-07-01,Mashhad,HDMI Cable,Accessories,11.0,814674,2025-09-28,Paid
514675,102339,2024-12-28,2001,2.0,0.05,Gateway,Completed,20,Tehran,2025-09-26,Tehran,Wireless Mouse,Electronics,18.0,814675,2024-12-28,Paid
514676,104992,2024-03-28,2003,4.0,0.0,Gateway,Completed,43,tehran,2023-10-14,tehran,USB-C Cable,Accessories,9.0,814676,2024-03-28,Paid
514677,105256,2026-03-24,2004,3.0,0.05,Gateway,Completed,34,Mashhad,2025-09-04,Mashhad,Power Bank,Electronics,35.0,814677,2026-03-24,Paid
514678,105581,2025-07-13,2001,3.0,0.1,CardToCard,Completed,43,Karaj,2025-06-18,Karaj,Wireless Mouse,Electronics,18.0,814678,2025-07-13,Failed
514679,102127,2026-02-14,2008,1.0,0.05,CardToCard,Completed,32,Mashhad,2024-05-09,Mashhad,Phone Case,Accessories,14.0,814679,2026-02-14,Paid
514680,106478,2025-10-25,2007,2.0,0.0,Wallet,Completed,35,Ahvaz,2024-01-18,Ahvaz,Headphones,Electronics,75.0,814680,2025-10-25,Paid
514681,103000,2025-10-30,2003,2.0,0.05,Cash,Completed,49,Kerman,2023-10-05,Kerman,USB-C Cable,Accessories,9.0,814681,2025-10-30,Paid
514682,101599,2025-05-24,2001,1.0,0.0,Gateway,Completed,58,Tehran,2023-08-29,Tehran,Wireless Mouse,Electronics,18.0,814682,2025-05-24,Paid
514683,100021,2024-01-06,2002,2.0,0.1,CardToCard,Completed,42,Rasht,2025-05-16,Rasht,Mechanical Keyboard,Electronics,62.0,814683,2024-01-06,Paid
514684,106029,2026-02-01,2008,4.0,0.2,Wallet,Completed,43,tehran,2025-05-16,tehran,Phone Case,Accessories,14.0,814684,2026-02-01,Paid
514685,101296,2025-12-19,2013,2.0,0.15,CardToCard,Returned,42,Qom,2025-05-09,Qom,Notebook,Stationery,7.0,814685,2025-12-19,Paid
514686,104022,2025-09-20,2003,3.0,0.05,Cash,Completed,20,Kerman,2023-03-05,Kerman,USB-C Cable,Accessories,9.0,814686,2025-09-20,Failed
514687,101763,2026-01-28,2014,1.0,0.0,CardToCard,Completed,18,Rasht,2025-12-09,Rasht,Backpack,Accessories,42.0,814687,2026-01-28,Paid
514688,104687,2024-06-08,2003,4.0,0.15,Gateway,Completed,63,Ahvaz,2023-07-27,Ahvaz,USB-C Cable,Accessories,9.0,814688,2024-06-08,Refunded
514689,108045,2024-08-31,2011,2.0,0.2,Gateway,Completed,37,Kerman,2024-02-10,Kerman,Desk Lamp,Home Office,32.0,814689,2024-08-31,Refunded
514690,106017,2024-05-15,2006,2.0,0.15,Gateway,Completed,33,Shiraz,2023-10-06,Shiraz,Webcam,Electronics,48.0,814690,2024-05-15,Paid
514691,106886,2025-07-12,2003,1.0,0.05,Wallet,Completed,19,Mashhad,2023-04-20,Mashhad,USB-C Cable,Accessories,9.0,814691,2025-07-12,Paid
514692,102429,2025-01-13,2014,2.0,0.1,Gateway,Completed,54,Shiraz,2024-07-02,Shiraz,Backpack,Accessories,42.0,814692,2025-01-13,Paid
514693,102777,2024-03-29,2008,2.0,0.1,Wallet,Completed,43,Tehran,2023-05-16,Tehran,Phone Case,Accessories,14.0,814693,2024-03-29,Paid
514694,100860,2025-05-12,2008,1.0,0.0,Cash,Completed,56,Tehran,2025-05-14,Tehran,Phone Case,Accessories,14.0,814694,2025-05-12,Paid
514695,107945,2024-10-19,2008,1.0,0.05,CardToCard,Completed,65,Shiraz,2024-05-05,Shiraz,Phone Case,Accessories,14.0,814695,2024-10-19,Paid
514696,104136,2025-02-27,2004,3.0,0.0,CardToCard,Completed,64,Karaj,2023-12-23,Karaj,Power Bank,Electronics,35.0,814696,2025-02-27,Paid
514697,109673,2024-08-13,2007,1.0,0.05,Wallet,Completed,60,Shiraz,2025-07-30,Shiraz,Headphones,Electronics,75.0,814697,2024-08-13,Paid
514698,101528,2024-05-19,2011,2.0,0.0,CardToCard,Completed,24,Tehran,2024-07-13,Tehran,Desk Lamp,Home Office,32.0,814698,2024-05-19,Paid
514699,108757,2025-01-24,2001,4.0,0.05,Gateway,Completed,41,Rasht,2024-11-03,Rasht,Wireless Mouse,Electronics,18.0,814699,2025-01-24,Paid
514700,100781,2024-07-14,2020,2.0,0.3,CardToCard,Completed,60,Kerman,2024-12-18,Kerman,Gaming Controller,Gaming,68.0,814700,2024-07-14,Paid
514701,104476,2024-12-15,2002,1.0,0.0,Wallet,Completed,33,Kerman,2024-07-21,Kerman,Mechanical Keyboard,Electronics,62.0,814701,2024-12-15,Paid
514702,107251,2024-11-26,2018,1.0,0.0,Wallet,Completed,34,Tehran,2023-05-10,Tehran,Microphone,Electronics,85.0,814702,2024-11-26,Paid
514703,106461,2026-04-16,2020,2.0,0.15,Wallet,Completed,26,Isfahan,2025-05-02,Isfahan,Gaming Controller,Gaming,68.0,814703,2026-04-16,Paid
514704,106129,2024-06-10,2020,1.0,0.05,CardToCard,Completed,33,Tehran,2023-08-06,Tehran,Gaming Controller,Gaming,68.0,814704,2024-06-10,Paid
514705,107612,2024-09-04,2017,1.0,0.1,CardToCard,Completed,25,Tehran,2024-08-16,Tehran,HDMI Cable,Accessories,11.0,814705,2024-09-04,Paid
514706,101588,2025-11-15,2013,5.0,0.0,Gateway,Completed,21,Kerman,2023-07-27,Kerman,Notebook,Stationery,7.0,814706,2025-11-15,Paid
514707,103097,2024-09-12,2005,2.0,0.0,Gateway,Completed,26,Tehran,2025-08-20,Tehran,Laptop Stand,Accessories,28.0,814707,2024-09-12,Paid
514708,104918,2025-02-19,2007,3.0,0.1,Gateway,Completed,31,Isfahan,2024-12-24,Isfahan,Headphones,Electronics,75.0,814708,2025-02-19,Paid
